Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Rarely,Sales,6,2,Marketing,205,2,Male,3,2,Sales Representative,3,Married,"(1000, 6500]",2,Yes,20,4,4,1,13,3,1,7,7,4,5
45,No,Travel_Rarely,Research & Development,9,3,Life Sciences,206,2,Male,3,2,Laboratory Technician,2,Divorced,"(1000, 6500]",8,No,18,3,3,1,20,2,1,17,9,0,15
32,No,Travel_Frequently,Sales,8,3,Marketing,207,2,Female,3,3,Sales Executive,4,Single,"(6500, 19999]",1,No,14,3,4,0,9,2,3,9,8,3,7
29,No,Non-Travel,Research & Development,1,1,Technical Degree,208,4,Male,3,2,Manufacturing Director,3,Married,"(1000, 6500]",1,No,13,3,1,1,10,1,3,10,7,0,9
51,No,Travel_Rarely,Research & Development,7,4,Medical,211,2,Male,2,2,Manufacturing Director,3,Married,"(1000, 6500]",2,No,17,3,3,0,10,2,3,1,0,0,0
58,No,Travel_Rarely,Research & Development,9,3,Medical,214,2,Female,2,1,Research Scientist,2,Married,"(1000, 6500]",4,Yes,20,4,2,1,9,3,2,1,0,0,0
40,No,Travel_Rarely,Sales,4,4,Marketing,215,3,Male,2,3,Sales Executive,4,Married,"(6500, 19999]",7,No,11,3,1,1,15,2,2,12,11,2,11
34,No,Travel_Frequently,Sales,2,4,Marketing,216,3,Female,3,1,Sales Representative,3,Married,"(1000, 6500]",6,No,18,3,4,1,6,3,3,4,3,1,2
22,No,Travel_Rarely,Research & Development,19,1,Medical,217,3,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,24,4,1,2,2,6,3,2,2,2,2
27,No,Non-Travel,Research & Development,9,3,Medical,218,4,Male,3,1,Research Scientist,2,Divorced,"(1000, 6500]",6,No,18,3,4,1,6,1,1,2,2,2,2
28,No,Travel_Rarely,Research & Development,21,3,Medical,221,3,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,11,3,3,1,5,2,1,5,2,0,2
57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,223,3,Male,4,3,Healthcare Representative,4,Divorced,"(6500, 19999]",3,Yes,16,3,2,1,12,2,1,5,3,1,4
27,No,Non-Travel,Research & Development,3,3,Medical,224,3,Male,2,1,Research Scientist,3,Divorced,"(1000, 6500]",1,Yes,15,3,4,1,1,2,2,1,1,0,1
50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,226,3,Female,3,5,Manager,2,Single,"(6500, 19999]",3,No,15,3,2,0,21,5,3,5,4,4,4
41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,227,1,Male,3,1,Research Scientist,3,Divorced,"(1000, 6500]",4,No,12,3,1,1,13,2,3,9,8,1,8
30,No,Travel_Rarely,Sales,5,3,Life Sciences,228,2,Female,3,3,Sales Executive,4,Married,"(6500, 19999]",2,No,12,3,3,1,12,2,3,10,9,7,4
38,No,Travel_Rarely,Sales,1,4,Life Sciences,230,1,Female,2,2,Sales Executive,4,Single,"(6500, 19999]",4,No,22,4,3,0,12,2,4,8,3,0,7
32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,231,3,Male,3,1,Research Scientist,3,Single,"(1000, 6500]",3,No,20,4,1,0,8,2,3,5,4,1,4
27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,233,3,Male,3,1,Research Scientist,2,Married,"(1000, 6500]",0,Yes,16,3,4,1,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,235,3,Female,1,1,Sales Representative,1,Single,"(1000, 6500]",0,No,21,4,1,0,1,5,4,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,2,Medical,238,4,Male,3,1,Laboratory Technician,2,Single,"(1000, 6500]",4,No,12,3,3,0,13,3,2,8,7,7,2
30,No,Non-Travel,Research & Development,9,3,Medical,239,3,Male,3,2,Laboratory Technician,1,Divorced,"(1000, 6500]",1,No,11,3,3,2,12,4,3,12,9,6,10
45,No,Travel_Rarely,Sales,4,2,Life Sciences,240,3,Female,3,2,Sales Executive,1,Divorced,"(1000, 6500]",4,Yes,11,3,1,1,9,3,4,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,241,3,Female,3,1,Research Scientist,1,Divorced,"(1000, 6500]",4,Yes,18,3,3,1,19,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,242,3,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",0,No,14,3,1,0,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,243,2,Male,2,1,Laboratory Technician,4,Single,"(1000, 6500]",1,No,22,4,3,0,1,3,2,1,0,1,0
46,No,Travel_Rarely,Sales,1,2,Marketing,244,2,Female,3,3,Sales Executive,1,Divorced,"(6500, 19999]",1,No,25,4,3,3,24,2,3,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,245,3,Female,3,1,Laboratory Technician,4,Single,"(1000, 6500]",1,No,12,3,3,0,2,3,3,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,1,Medical,246,3,Female,3,1,Research Scientist,4,Married,"(1000, 6500]",8,Yes,23,4,3,1,7,0,3,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,2,Medical,247,4,Female,3,1,Research Scientist,2,Single,"(1000, 6500]",2,No,15,3,4,0,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,1,Sales Representative,2,Single,"(1000, 6500]",1,Yes,22,4,4,0,4,5,2,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,3,Medical,249,3,Male,2,1,Laboratory Technician,3,Married,"(1000, 6500]",2,No,15,3,4,1,5,2,2,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,2,Medical,250,4,Female,4,2,Manufacturing Director,1,Divorced,"(1000, 6500]",1,No,11,3,3,2,5,3,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,252,4,Female,3,1,Research Scientist,2,Married,"(1000, 6500]",1,No,13,3,4,1,8,5,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,253,4,Female,3,5,Manager,3,Married,"(6500, 19999]",1,No,14,3,2,1,21,2,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,4,Medical,254,3,Male,4,5,Research Director,2,Single,"(6500, 19999]",8,No,11,3,4,0,36,3,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,256,4,Male,2,2,Manufacturing Director,3,Married,"(6500, 19999]",1,No,17,3,3,0,10,2,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,258,4,Female,3,4,Healthcare Representative,2,Single,"(6500, 19999]",3,No,18,3,3,0,21,6,3,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,259,3,Male,2,5,Manager,3,Married,"(6500, 19999]",0,No,14,3,1,1,34,5,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,260,4,Female,3,1,Research Scientist,2,Single,"(1000, 6500]",1,No,16,3,4,0,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,261,2,Male,2,2,Manufacturing Director,3,Married,"(1000, 6500]",3,Yes,13,3,1,0,8,1,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,262,4,Male,4,1,Research Scientist,4,Divorced,"(1000, 6500]",4,No,14,3,4,3,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,264,1,Male,2,4,Manager,4,Married,"(6500, 19999]",9,No,23,4,4,1,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,267,2,Male,4,1,Research Scientist,1,Married,"(1000, 6500]",1,Yes,12,3,1,1,8,3,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,269,2,Female,3,2,Laboratory Technician,2,Single,"(1000, 6500]",5,No,11,3,4,0,10,5,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,270,3,Female,3,2,Manufacturing Director,3,Divorced,"(1000, 6500]",2,No,16,3,2,1,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,271,4,Male,3,2,Manufacturing Director,3,Married,"(6500, 19999]",9,No,14,3,2,0,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,273,4,Male,3,2,Manufacturing Director,4,Married,"(1000, 6500]",3,No,18,3,1,1,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,274,3,Male,2,2,Manufacturing Director,1,Married,"(1000, 6500]",5,No,19,3,3,1,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,275,4,Male,3,2,Manufacturing Director,4,Divorced,"(6500, 19999]",1,Yes,15,3,1,2,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,277,4,Male,3,1,Research Scientist,3,Divorced,"(1000, 6500]",1,Yes,17,3,4,1,5,4,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,281,3,Male,3,2,Laboratory Technician,4,Married,"(1000, 6500]",8,Yes,15,3,3,1,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,282,2,Male,3,2,Healthcare Representative,1,Married,"(6500, 19999]",7,Yes,19,3,2,0,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,283,2,Female,3,3,Sales Executive,4,Married,"(6500, 19999]",1,No,22,4,4,3,10,3,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,284,4,Male,4,1,Research Scientist,2,Divorced,"(1000, 6500]",1,Yes,16,3,1,1,4,2,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,286,2,Female,3,1,Laboratory Technician,4,Single,"(1000, 6500]",1,No,13,3,1,0,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,287,4,Male,2,2,Healthcare Representative,4,Married,"(1000, 6500]",9,No,14,3,4,1,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,288,4,Male,3,3,Healthcare Representative,1,Divorced,"(6500, 19999]",7,No,16,3,3,1,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,291,4,Male,1,3,Sales Executive,4,Married,"(6500, 19999]",1,No,11,3,3,0,14,2,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,292,3,Male,2,3,Manufacturing Director,3,Single,"(6500, 19999]",1,No,22,4,3,0,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,293,4,Female,3,2,Sales Executive,3,Single,"(6500, 19999]",1,No,14,3,4,0,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,296,2,Male,2,3,Research Director,2,Married,"(6500, 19999]",5,No,16,3,4,2,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,297,4,Female,3,1,Research Scientist,1,Single,"(1000, 6500]",5,Yes,11,3,3,0,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,298,4,Female,3,3,Manager,4,Single,"(6500, 19999]",3,Yes,18,3,3,0,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,299,3,Female,2,2,Sales Executive,1,Single,"(6500, 19999]",5,No,15,3,3,0,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,300,3,Male,3,1,Research Scientist,3,Single,"(1000, 6500]",0,No,14,3,4,0,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,302,4,Female,2,3,Sales Executive,4,Single,"(6500, 19999]",6,No,12,3,4,0,23,2,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,303,4,Female,3,2,Sales Executive,1,Married,"(1000, 6500]",2,No,14,3,4,1,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,304,4,Male,3,2,Laboratory Technician,2,Single,"(1000, 6500]",8,No,16,3,4,0,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,305,3,Female,2,1,Research Scientist,2,Married,"(1000, 6500]",6,No,21,4,4,0,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,306,2,Male,3,3,Research Director,4,Divorced,"(6500, 19999]",1,Yes,14,3,3,3,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,307,1,Male,3,3,Sales Executive,3,Divorced,"(6500, 19999]",0,No,12,3,3,2,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,308,3,Male,1,2,Manufacturing Director,3,Married,"(1000, 6500]",0,No,12,3,4,1,6,2,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,309,3,Male,2,1,Research Scientist,4,Married,"(1000, 6500]",3,No,17,3,1,1,7,6,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,311,1,Male,3,1,Sales Representative,4,Divorced,"(1000, 6500]",4,No,17,3,3,1,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,312,2,Female,3,3,Sales Executive,4,Married,"(6500, 19999]",1,No,14,3,4,1,11,5,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,314,3,Female,3,3,Sales Executive,3,Single,"(6500, 19999]",1,No,14,3,1,0,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,315,3,Male,2,1,Research Scientist,4,Single,"(1000, 6500]",1,Yes,13,3,3,0,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,316,3,Female,2,1,Laboratory Technician,4,Single,"(1000, 6500]",7,No,15,3,2,0,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,319,3,Male,3,5,Manager,4,Married,"(6500, 19999]",1,No,11,3,4,0,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,321,2,Male,3,1,Human Resources,3,Married,"(1000, 6500]",8,No,17,3,4,0,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,323,4,Female,3,5,Manager,4,Divorced,"(6500, 19999]",3,No,11,3,3,1,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,325,3,Male,3,1,Laboratory Technician,4,Married,"(1000, 6500]",5,Yes,13,3,3,1,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,327,4,Female,3,4,Manager,4,Married,"(6500, 19999]",5,Yes,22,4,3,1,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,328,1,Female,3,1,Laboratory Technician,1,Married,"(1000, 6500]",7,No,20,4,1,0,13,3,4,9,7,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,329,1,Male,2,5,Manager,3,Single,"(6500, 19999]",1,Yes,18,3,4,0,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,330,3,Female,3,1,Sales Representative,2,Married,"(1000, 6500]",2,No,11,3,1,1,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,331,4,Male,2,1,Laboratory Technician,3,Single,"(1000, 6500]",0,Yes,14,3,4,0,4,2,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,332,3,Female,3,1,Laboratory Technician,3,Divorced,"(1000, 6500]",7,No,14,3,3,3,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,333,3,Male,3,2,Sales Executive,4,Married,"(1000, 6500]",0,No,18,3,1,0,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,334,3,Male,3,2,Research Scientist,1,Divorced,"(1000, 6500]",2,No,16,3,1,2,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,335,1,Male,3,2,Research Scientist,4,Divorced,"(1000, 6500]",1,No,17,3,1,2,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,336,3,Male,4,5,Manager,4,Married,"(6500, 19999]",0,No,11,3,3,1,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,337,2,Male,3,3,Research Director,3,Divorced,"(6500, 19999]",9,No,12,3,1,1,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,338,3,Female,2,1,Research Scientist,4,Married,"(1000, 6500]",1,No,13,3,3,1,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,339,4,Male,2,2,Manufacturing Director,1,Married,"(1000, 6500]",6,No,13,3,2,1,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,340,3,Female,2,1,Research Scientist,1,Married,"(1000, 6500]",2,No,14,3,1,1,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,341,1,Male,4,2,Manufacturing Director,3,Married,"(1000, 6500]",4,No,17,3,4,1,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,342,1,Male,3,3,Manufacturing Director,3,Divorced,"(6500, 19999]",6,No,11,3,2,2,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,343,3,Female,3,3,Healthcare Representative,3,Single,"(6500, 19999]",0,No,25,4,4,0,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,346,3,Male,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,19,3,1,0,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,347,4,Female,4,2,Research Scientist,1,Single,"(6500, 19999]",3,Yes,13,3,3,0,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,349,4,Male,3,2,Sales Executive,4,Divorced,"(6500, 19999]",2,No,14,3,4,1,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,350,1,Female,3,2,Manufacturing Director,3,Married,"(1000, 6500]",0,No,12,3,4,2,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,351,4,Female,2,1,Laboratory Technician,1,Divorced,"(1000, 6500]",0,Yes,11,3,3,1,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,352,1,Male,3,5,Research Director,3,Divorced,"(6500, 19999]",0,No,19,3,4,1,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,353,3,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,11,3,2,0,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,355,3,Male,2,1,Laboratory Technician,2,Single,"(1000, 6500]",0,No,11,3,2,0,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,359,2,Male,4,1,Laboratory Technician,2,Married,"(1000, 6500]",1,No,20,4,3,0,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,361,4,Male,2,2,Sales Executive,4,Married,"(1000, 6500]",3,No,18,3,4,1,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,362,4,Male,2,2,Laboratory Technician,1,Single,"(1000, 6500]",4,No,13,3,4,0,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,363,3,Female,1,4,Manager,2,Married,"(6500, 19999]",3,Yes,12,3,2,1,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,364,1,Male,3,1,Laboratory Technician,3,Single,"(1000, 6500]",2,No,11,3,3,0,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,366,1,Male,2,2,Sales Executive,2,Married,"(6500, 19999]",2,No,19,3,2,2,10,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,367,2,Male,2,2,Healthcare Representative,4,Married,"(1000, 6500]",0,No,21,4,2,1,10,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,369,2,Male,4,2,Healthcare Representative,1,Divorced,"(1000, 6500]",1,No,12,3,4,2,6,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,372,3,Male,3,4,Healthcare Representative,4,Married,"(6500, 19999]",0,Yes,14,3,2,0,21,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,373,4,Male,3,1,Laboratory Technician,4,Married,"(1000, 6500]",0,No,11,3,3,1,16,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,374,4,Male,3,5,Manager,1,Single,"(6500, 19999]",0,Yes,14,3,3,0,37,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,376,1,Male,3,3,Manager,2,Married,"(6500, 19999]",1,Yes,12,3,4,1,10,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,377,4,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,No,23,4,4,1,5,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,378,3,Male,3,2,Sales Executive,4,Married,"(6500, 19999]",4,No,14,3,2,1,7,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,379,4,Male,2,1,Research Scientist,3,Single,"(1000, 6500]",1,No,17,3,1,0,3,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,380,1,Female,3,3,Research Director,4,Divorced,"(6500, 19999]",2,Yes,18,3,1,2,15,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,381,2,Female,4,3,Manager,2,Divorced,"(6500, 19999]",7,No,18,3,2,1,10,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,382,1,Female,4,2,Sales Executive,1,Divorced,"(1000, 6500]",1,Yes,24,4,3,1,8,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,Divorced,"(1000, 6500]",1,No,20,4,1,1,6,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,385,1,Male,3,5,Research Director,2,Divorced,"(6500, 19999]",3,No,14,3,1,2,28,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,386,3,Male,3,4,Research Director,3,Married,"(6500, 19999]",3,Yes,16,3,4,3,21,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,387,2,Male,3,2,Sales Executive,3,Married,"(1000, 6500]",1,No,25,4,3,0,20,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,388,2,Male,3,2,Sales Executive,4,Single,"(1000, 6500]",1,No,18,3,1,0,10,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,389,2,Male,3,2,Laboratory Technician,4,Married,"(1000, 6500]",3,Yes,19,3,4,1,12,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,3,2,Healthcare Representative,1,Married,"(1000, 6500]",1,Yes,13,3,3,1,5,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,391,4,Female,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,12,3,2,0,17,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,3,1,Laboratory Technician,3,Divorced,"(1000, 6500]",3,Yes,22,4,4,1,19,0,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,393,4,Male,3,2,Healthcare Representative,4,Divorced,"(1000, 6500]",9,No,14,3,2,1,10,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,394,1,Male,3,1,Laboratory Technician,2,Divorced,"(1000, 6500]",2,Yes,13,3,4,1,5,2,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,3,1,Research Scientist,4,Single,"(1000, 6500]",1,No,21,4,4,0,5,3,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,396,3,Female,3,5,Research Director,1,Single,"(6500, 19999]",9,Yes,11,3,4,0,22,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,3,2,Research Scientist,2,Single,"(1000, 6500]",4,No,12,3,4,0,10,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,399,4,Female,3,1,Sales Representative,2,Divorced,"(1000, 6500]",1,No,11,3,3,1,2,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,401,4,Male,2,2,Sales Executive,4,Single,"(1000, 6500]",1,Yes,12,3,2,0,8,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,403,2,Male,3,1,Research Scientist,4,Married,"(1000, 6500]",1,Yes,12,3,3,3,4,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,3,4,Sales Executive,2,Married,"(6500, 19999]",5,No,14,3,4,1,23,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,405,3,Male,3,1,Laboratory Technician,3,Single,"(1000, 6500]",1,No,13,3,3,0,0,2,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,406,3,Male,3,3,Sales Executive,2,Married,"(6500, 19999]",0,No,15,3,3,2,12,3,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,407,3,Male,4,1,Laboratory Technician,4,Married,"(1000, 6500]",4,No,18,3,4,2,4,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,408,4,Male,1,2,Manufacturing Director,2,Divorced,"(1000, 6500]",5,No,18,3,4,1,13,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,410,4,Male,3,4,Manager,2,Single,"(6500, 19999]",1,No,19,3,2,0,22,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,411,4,Female,2,1,Sales Representative,3,Single,"(1000, 6500]",1,No,12,3,1,0,0,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,412,2,Male,4,2,Healthcare Representative,1,Single,"(1000, 6500]",0,No,19,3,3,0,9,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,416,2,Male,4,2,Sales Executive,4,Married,"(6500, 19999]",4,No,11,3,2,1,10,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,417,3,Male,4,3,Healthcare Representative,4,Divorced,"(6500, 19999]",0,No,17,3,1,3,19,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,419,2,Female,3,2,Laboratory Technician,2,Married,"(1000, 6500]",7,No,15,3,3,1,11,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,420,4,Male,2,2,Sales Executive,3,Married,"(1000, 6500]",1,No,14,3,3,1,13,3,2,13,8,4,8
